ID,difficulty_score,text_length,word_count,vocabulary_diversity,rare_word_ratio,named_entity_score,number_complexity,special_char_complexity,historical_spelling,text_length_complexity,punctuation_complexity
yIpUq7NBbrCGtjeC,43.262420042643924,67,14,100.0,0.0,100.0,41.42857142857143,0.0,0.0,33.5,7.462686567164179
AbaV1IM6jgVLYzm1,43.26153846153846,72,13,100.0,0.0,100.0,43.07692307692308,0.0,0.0,36.0,0.0
RPZSqNEm9prJto8t,43.24166666666667,88,18,94.44444444444444,0.0,100.0,45.83333333333333,0.0,0.0,44.0,0.0
AtYZFxDSYcvf1W8j,43.239285714285714,81,14,100.0,0.0,100.0,41.42857142857143,0.0,0.0,40.5,0.0
Dh6qcbVPqLpIX8Je,43.13653846153846,67,13,100.0,0.0,100.0,43.07692307692308,0.0,0.0,33.5,0.0
n9UFB4CBMVr0uNgM,43.06428571428572,74,14,100.0,0.0,100.0,41.42857142857143,0.0,0.0,37.0,0.0
P0tGZtBQIumAzqNG,43.05,77,15,93.33333333333333,0.0,100.0,47.5,0.0,0.0,38.5,0.0
tpGrZdOq4y40b8J8,43.025,81,15,100.0,0.0,100.0,40.0,0.0,0.0,40.5,0.0
SUHOikQqiZVhzIjA,42.88103448275862,58,10,100.0,0.0,100.0,40.0,0.0,0.0,29.0,8.620689655172413
XBosP1YYbKqflZTf,42.8224358974359,52,12,100.0,0.0,83.33333333333333,62.5,0.0,0.0,26.0,9.615384615384617
ggKvBPPXVM6ztBb9,42.804589371980676,46,9,100.0,0.0,55.55555555555555,100.0,0.0,0.0,23.0,10.869565217391305
HqOtrddjUF0qXGMq,42.80096371882087,49,9,100.0,0.0,100.0,0.0,55.55555555555555,0.0,24.5,20.408163265306122
USCuetcZThb2vPgR,42.775,86,20,100.0,0.0,100.0,37.5,0.0,0.0,43.0,0.0
10gOcS95oX0kSphL,42.725,59,8,100.0,0.0,100.0,0.0,62.5,0.0,29.5,0.0
dK1N20oj1OVqDbCK,42.64523809523809,42,8,100.0,0.0,62.5,90.0,0.0,0.0,21.0,11.904761904761903
f0hic7FbgHSQbSvO,42.64523809523809,42,8,100.0,0.0,62.5,90.0,0.0,0.0,21.0,11.904761904761903
MO5lseB8OgfMw3rc,42.64393939393939,60,11,90.9090909090909,0.0,100.0,47.27272727272727,0.0,0.0,30.0,8.333333333333334
kXuSBTYEizYlbVGr,42.6,64,15,100.0,0.0,100.0,40.0,0.0,0.0,32.0,0.0
MJnAD5fqyEqKc8By,42.55681818181818,55,11,90.9090909090909,0.0,100.0,47.27272727272727,0.0,0.0,27.5,9.09090909090909
GBuYg6OqB1AZdYYg,42.507051282051286,39,8,100.0,0.0,62.5,85.0,0.0,0.0,19.5,25.64102564102564
fdoxzxFrPJdJ6tmF,42.43659003831418,58,9,100.0,0.0,100.0,0.0,55.55555555555555,0.0,29.0,8.620689655172413
2FwCdxn0lcKTpyeo,42.425,47,8,100.0,0.0,100.0,0.0,62.5,0.0,23.5,0.0
VjpvcFZ0OM1TONpE,42.375,45,8,100.0,0.0,100.0,0.0,62.5,0.0,22.5,0.0
SXNZ5kUCcAxRUpCN,42.30555555555556,90,20,80.0,0.0,100.0,50.0,0.0,0.0,45.0,11.11111111111111
o3SovHMYRxgo38Gg,42.290909090909096,68,11,100.0,0.0,100.0,37.27272727272727,0.0,0.0,34.0,0.0
iOGqwAEUNClpiZcd,42.22894736842105,76,15,93.33333333333333,0.0,100.0,40.0,0.0,0.0,38.0,6.578947368421052
wh4zzfKbF4zqtr5M,42.20909090909091,52,11,90.9090909090909,0.0,90.9090909090909,0.0,45.45454545454545,90.9090909090909,26.0,0.0
Lzmiw00NslOpO8iR,42.2,68,12,91.66666666666666,0.0,100.0,45.0,0.0,0.0,34.0,0.0
WIRPtCHUrGmZaoqH,42.2,48,10,100.0,0.0,100.0,40.0,0.0,0.0,24.0,0.0
c1xObXYvpF7zBB9Y,42.2,68,12,91.66666666666666,0.0,100.0,45.0,0.0,0.0,34.0,0.0
7ZHsmcYMGHSoNkRc,42.19285714285714,82,14,92.85714285714286,0.0,100.0,41.42857142857143,0.0,0.0,41.0,0.0
qqn4uC3PxrT8EHLn,42.08636363636364,48,11,81.81818181818183,0.0,90.9090909090909,69.54545454545455,0.0,0.0,24.0,0.0
Zc8MSUoQ1IBUMTSq,42.00769230769231,68,13,92.3076923076923,0.0,100.0,43.07692307692308,0.0,0.0,34.0,0.0
3nmWKVVt1SRn4L0t,42.0,70,12,100.0,0.0,100.0,35.0,0.0,0.0,35.0,0.0
MrDIddE0O11KlVrW,41.91434426229508,61,12,83.33333333333334,0.0,100.0,0.0,41.666666666666664,41.666666666666664,30.5,32.786885245901644
SW7TaOdDOjk649Cz,41.86824686940966,86,13,100.0,0.0,100.0,0.0,38.46153846153847,0.0,43.0,17.441860465116278
t3WPSkZ0a6Pul0Ti,41.863596491228066,57,10,100.0,0.0,100.0,0.0,0.0,100.0,28.5,8.771929824561402
MiEx2OkmrdGFcWxA,41.855555555555554,52,9,100.0,0.0,100.0,0.0,55.55555555555555,0.0,26.0,0.0
KP4J42f1Mtae36Wr,41.84642857142857,56,10,100.0,0.0,100.0,0.0,0.0,100.0,28.0,8.928571428571429
R65XbBlJVWGfuUSU,41.79669811320755,53,10,100.0,0.0,100.0,0.0,50.0,0.0,26.5,9.433962264150942
b0LWNTNL1OnV08EH,41.78076923076923,52,10,100.0,0.0,100.0,0.0,50.0,0.0,26.0,9.615384615384617
mdWyeq36zbfFQqXf,41.76519607843137,51,8,100.0,0.0,100.0,0.0,0.0,100.0,25.5,9.803921568627452
J14FwODdOoPbXjLm,41.725,59,12,100.0,0.0,100.0,35.0,0.0,0.0,29.5,0.0
eKfJXhIkZG22fK7D,41.65,71,16,93.75,0.0,100.0,38.75,0.0,0.0,35.5,0.0
ThfnPfGddjfVrMHd,41.65,41,8,100.0,0.0,62.5,87.5,0.0,0.0,20.5,0.0
2K5sgBY468TW4yCq,41.65,41,8,100.0,0.0,62.5,87.5,0.0,0.0,20.5,0.0
6JCca0D91NsPkad7,41.614285714285714,76,14,100.0,0.0,100.0,31.428571428571427,0.0,0.0,38.0,0.0
9GpGG5k6a6TeuhrL,41.589140271493214,68,13,84.61538461538461,0.0,100.0,43.07692307692308,0.0,0.0,34.0,14.705882352941176
Vzg5jk3j6IPpPTOb,41.575,53,12,100.0,0.0,100.0,35.0,0.0,0.0,26.5,0.0
xpPakfrXzwQzzLmH,41.52154471544715,82,12,100.0,0.0,100.0,0.0,41.666666666666664,0.0,41.0,6.097560975609756
XA7nBLSQ2Gv5YeyD,41.412074829931974,49,6,100.0,0.0,100.0,0.0,0.0,83.33333333333333,24.5,20.408163265306122
uOcRLyNteinukJHI,41.391883116883115,56,11,81.81818181818183,0.0,90.9090909090909,0.0,90.9090909090909,0.0,28.0,8.928571428571429
0TKWS2TOSrKaupQT,41.38928571428571,67,14,100.0,0.0,100.0,31.428571428571427,0.0,0.0,33.5,0.0
cy7sbdrCs8HzDMt4,41.375,55,10,100.0,0.0,50.0,100.0,0.0,0.0,27.5,0.0
IuQEgdM6nmIWxnca,41.34068627450981,85,15,100.0,0.0,100.0,0.0,33.333333333333336,0.0,42.5,17.647058823529413
gEiPmQy7GxcqUVYQ,41.325,53,10,100.0,0.0,100.0,0.0,50.0,0.0,26.5,0.0
3XThBktVRQzNUIHU,41.275,51,10,100.0,0.0,100.0,0.0,50.0,0.0,25.5,0.0
nUoxp6a47WdtNSZL,41.20075757575758,55,12,83.33333333333334,0.0,83.33333333333333,65.0,0.0,0.0,27.5,18.18181818181818
DhleKLK9m2SP3MYf,41.15,46,10,100.0,0.0,100.0,0.0,50.0,0.0,23.0,0.0
maYQjXjJX3TlM7oZ,41.12045454545455,63,11,100.0,0.0,100.0,0.0,45.45454545454545,0.0,31.5,0.0
F5QqfPIylx4yxlCc,41.1,84,18,100.0,0.0,100.0,26.666666666666664,0.0,0.0,42.0,0.0
ESSDMSv2LK9vNtAv,40.9,76,15,93.33333333333333,0.0,100.0,0.0,33.333333333333336,33.333333333333336,38.0,0.0
kQKse0luKCNNV0Lc,40.89501114827202,69,13,92.3076923076923,0.0,100.0,33.07692307692308,0.0,0.0,34.5,7.246376811594203
cp7HtvFzVkbwRwwO,40.85833333333333,81,18,88.88888888888889,0.0,100.0,36.666666666666664,0.0,0.0,40.5,0.0
JJH5OKhEHRQPFYNe,40.84166666666666,67,12,100.0,0.0,100.0,0.0,41.666666666666664,0.0,33.5,0.0
9XAfWiN6tYpLGxiN,40.825,73,12,91.66666666666666,0.0,100.0,35.0,0.0,0.0,36.5,0.0
SSRwj26r6fQ8BM0q,40.791666666666664,40,6,100.0,0.0,100.0,0.0,0.0,83.33333333333333,20.0,12.5
ArnWGhwBhsRRLFHQ,40.775,91,15,93.33333333333333,0.0,100.0,30.0,0.0,0.0,45.5,0.0
cJdOKPGNYChD5oPo,40.71666666666666,62,12,100.0,0.0,100.0,0.0,41.666666666666664,0.0,31.0,0.0
av0mRQeo94gZ11Qk,40.708333333333336,75,15,93.33333333333333,0.0,100.0,30.0,0.0,0.0,37.5,6.666666666666667
7C2xfIU1mdryRMMc,40.675,87,15,93.33333333333333,0.0,100.0,30.0,0.0,0.0,43.5,0.0
BBCgqIvo7oQmXhFW,40.657575757575756,66,12,91.66666666666666,0.0,100.0,30.0,0.0,0.0,33.0,15.151515151515152
6sChDStSz8rGIFCf,40.64411764705883,94,17,100.0,0.0,88.23529411764706,37.64705882352941,0.0,0.0,47.0,0.0
v1v7RE6EZcPiEjOD,40.642857142857146,80,14,92.85714285714286,0.0,100.0,31.428571428571427,0.0,0.0,40.0,0.0
n12ujfTp9wzGdRtq,40.625,85,15,93.33333333333333,0.0,100.0,30.0,0.0,0.0,42.5,0.0
HNaxXJWmBAJmsJjy,40.58409090909091,67,11,90.9090909090909,0.0,90.9090909090909,47.27272727272727,0.0,0.0,33.5,0.0
JBBP5cmkribqYZrQ,40.56785714285714,77,14,92.85714285714286,0.0,100.0,31.428571428571427,0.0,0.0,38.5,0.0
OHKJ13lyatfJ2aW8,40.521153846153844,67,13,100.0,0.0,100.0,0.0,38.46153846153847,0.0,33.5,0.0
qCDqo1rKdjWSQgfQ,40.475,84,16,93.75,0.0,100.0,28.75,0.0,0.0,42.0,0.0
BUwcz5Ky6OhRUXv6,40.416666666666664,50,6,100.0,0.0,100.0,0.0,0.0,83.33333333333333,25.0,0.0
8H2ITJSWZhAD6eh0,40.347058823529416,78,17,100.0,0.0,100.0,22.647058823529413,0.0,0.0,39.0,0.0
ltihQJSWoGu4qxZW,40.25087064676617,67,12,100.0,0.0,100.0,0.0,0.0,41.666666666666664,33.5,29.850746268656717
AVgRduqh3DYfucbY,40.228735632183906,58,12,91.66666666666666,0.0,100.0,0.0,41.666666666666664,0.0,29.0,17.241379310344826
xqfxQ5PkdzOtUSWo,40.1281976744186,86,16,87.5,0.0,93.75,38.75,0.0,0.0,43.0,5.813953488372093
0od9CY9Q4CKZMFue,40.09631519274376,49,9,100.0,0.0,55.55555555555555,81.66666666666666,0.0,0.0,24.5,10.204081632653061
9mkgAzx0X5zK4gcV,39.988596491228066,57,8,100.0,0.0,100.0,0.0,0.0,62.5,28.5,8.771929824561402
Kcfai33Zzonq7N1i,39.97142857142857,56,8,100.0,0.0,100.0,0.0,0.0,62.5,28.0,8.928571428571429
6byNrbNCJZ7D0n09,39.95,58,10,90.0,0.0,100.0,0.0,50.0,0.0,29.0,0.0
jHZaupCAWtixvZbE,39.9,56,10,90.0,0.0,100.0,0.0,50.0,0.0,28.0,0.0
5Ttj4wbDZ6toH2ic,39.89019607843137,51,8,100.0,0.0,100.0,0.0,0.0,62.5,25.5,9.803921568627452
h89NNviMIb8UbZyf,39.87679738562091,72,17,88.23529411764706,0.0,100.0,27.647058823529413,0.0,0.0,36.0,13.888888888888888
1RVuCVydhJZXHoar,39.833333333333336,60,10,100.0,0.0,100.0,0.0,0.0,50.0,30.0,16.666666666666668
UDTjHvuSOrhCLnS1,39.83191489361702,47,8,100.0,0.0,100.0,0.0,0.0,62.5,23.5,10.638297872340425
pRIf9rapdPFuu82M,39.75,100,20,65.0,0.0,100.0,0.0,75.0,0.0,50.0,0.0
45hJ7ilVlAA42E6K,39.74960317460318,63,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,31.5,7.936507936507936
PAXZNJnQ1Pqtp3UB,39.72500000000001,59,12,100.0,0.0,83.33333333333333,30.0,0.0,41.666666666666664,29.5,0.0
MWkIu3u02RZtrRSS,39.67727272727274,78,11,100.0,0.0,90.9090909090909,0.0,45.45454545454545,0.0,39.0,0.0
90V8Dr7OIZN2X6B7,39.675,77,15,93.33333333333333,0.0,100.0,25.0,0.0,0.0,38.5,0.0
klGWOini4uRn1tGQ,39.67142857142857,44,7,100.0,0.0,100.0,0.0,0.0,71.42857142857143,22.0,0.0
GGwWCJCH6lY4H82a,39.59074074074074,54,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,27.0,9.25925925925926
VfA8Rllc17Tz2PUR,39.53333333333334,88,15,93.33333333333333,0.0,100.0,0.0,33.333333333333336,0.0,44.0,0.0
8mnOUvSE5RObkS5q,39.522402597402596,77,11,100.0,0.0,100.0,0.0,0.0,0.0,38.5,51.948051948051955
cMKCJsslNGkLKpey,39.49517543859649,57,6,100.0,0.0,100.0,0.0,0.0,0.0,28.5,61.40350877192982
sX9K8N4FRDKfTEJO,39.490625,64,10,100.0,0.0,100.0,0.0,0.0,50.0,32.0,7.8125
07XIMeVcLOC43CNC,39.46666666666666,62,12,91.66666666666666,0.0,100.0,0.0,41.666666666666664,0.0,31.0,0.0
68oegBchwy2vp44K,39.458333333333336,45,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,22.5,11.11111111111111
OZIW7t7vNxIW98CB,39.45,53,8,100.0,0.0,100.0,0.0,0.0,62.5,26.5,0.0
n1l3vnF8UyUuDzMW,39.44230769230769,70,13,92.3076923076923,0.0,100.0,0.0,38.46153846153847,0.0,35.0,0.0
isacZcS4VRQjbIzQ,39.416666666666664,60,10,100.0,0.0,100.0,0.0,0.0,50.0,30.0,8.333333333333334
oZSmA6hZ1peEN3Hv,39.391666666666666,59,12,91.66666666666666,0.0,100.0,0.0,41.666666666666664,0.0,29.5,0.0
sAyihMNSFGQu1BvO,39.38103448275862,58,10,100.0,0.0,100.0,0.0,0.0,50.0,29.0,8.620689655172413
VnKwZVEYK4Bu8BkJ,39.34642857142857,56,10,100.0,0.0,100.0,0.0,0.0,50.0,28.0,8.928571428571429
7oPYu2dmzIChuOWz,39.27727272727273,62,11,100.0,0.0,90.9090909090909,0.0,45.45454545454545,0.0,31.0,0.0
gAIy40YDaZHIuubz,39.275,46,8,100.0,0.0,100.0,0.0,0.0,62.5,23.0,0.0
ToCVujlK1zVrHqOi,39.27261904761905,84,16,81.25,0.0,100.0,0.0,31.25,31.25,42.0,5.952380952380952
HEbMU8OlL2vgARkJ,39.2683962264151,53,10,80.0,0.0,100.0,0.0,50.0,0.0,26.5,18.867924528301884
KIWQqJH0sSbiXXe3,39.26493963782696,71,14,100.0,0.0,100.0,0.0,0.0,35.714285714285715,35.5,14.084507042253522
vb5ScBB5QyBrfea5,39.175,67,10,100.0,0.0,100.0,0.0,0.0,50.0,33.5,0.0
WiGfAv4dAqzmaR0d,39.15,66,10,100.0,0.0,100.0,0.0,0.0,50.0,33.0,0.0
r7VJrwvUvTQPEy81,39.13632376395534,57,11,100.0,0.0,100.0,0.0,0.0,45.45454545454545,28.5,8.771929824561402
4kGBhajHwOvW1gqp,39.11915584415584,56,11,100.0,0.0,100.0,0.0,0.0,45.45454545454545,28.0,8.928571428571429
fvj7AEm0PCheaCWa,39.10277777777778,53,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,26.5,0.0
3gTSyCSYDs80myd1,39.10277777777778,53,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,26.5,0.0
3LoqBuSdlWFuG8Bd,39.06764705882353,68,10,80.0,0.0,100.0,0.0,0.0,100.0,34.0,7.352941176470588
PBQMm03hngY2z53t,39.05277777777778,51,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,25.5,0.0
VbZcY4RkcIKyFzVc,39.02777777777778,50,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,25.0,0.0
Upl3lRzFMeWhe0FG,39.02777777777778,50,9,100.0,0.0,100.0,0.0,0.0,55.55555555555555,25.0,0.0
3vaz098miVDY18d7,39.0,40,8,100.0,0.0,62.5,57.5,0.0,0.0,20.0,37.5
zu7WyNEAqHCGsLBk,39.0,60,10,100.0,0.0,100.0,0.0,0.0,50.0,30.0,0.0
UjaMqlcCMp5EqhxP,39.0,60,9,100.0,0.0,100.0,0.0,0.0,0.0,30.0,50.0
zWgUa9oCUAnWkLsa,38.99621212121212,55,12,91.66666666666666,0.0,83.33333333333333,45.0,0.0,0.0,27.5,9.09090909090909
nP0aFeBFwmYRSkhy,38.98912429378531,59,12,83.33333333333334,0.0,100.0,0.0,41.666666666666664,0.0,29.5,16.949152542372882
rKzVbgEcKjYgCBtv,38.983333333333334,76,12,100.0,0.0,100.0,0.0,0.0,41.666666666666664,38.0,0.0
SQGRLf6d6wY0rI5X,38.95691489361702,47,11,72.72727272727273,0.0,100.0,42.27272727272727,0.0,0.0,23.5,10.638297872340425
WzfnjLtbzp8xElqD,38.940909090909095,44,7,100.0,0.0,100.0,0.0,0.0,0.0,22.0,56.81818181818181
mTqwzHR4GSr68Hzv,38.92272727272727,66,11,100.0,0.0,100.0,0.0,0.0,45.45454545454545,33.0,0.0
glE5NMc4YIGWhfEQ,38.91697530864197,81,15,100.0,0.0,66.66666666666667,55.0,0.0,0.0,40.5,6.172839506172839
dTlQQMrb1oFxnwOS,38.9077967806841,71,14,85.71428571428571,0.0,100.0,0.0,35.714285714285715,0.0,35.5,14.084507042253522
zVt078wWbVRvIhPa,38.907112332112334,63,13,84.61538461538461,0.0,100.0,0.0,0.0,76.92307692307693,31.5,15.873015873015872
KIOp1Y9WPWuNARA6,38.9,56,10,100.0,0.0,100.0,0.0,0.0,50.0,28.0,0.0
eTLeR7GdZtoG5tSp,38.8962962962963,54,12,100.0,0.0,100.0,0.0,0.0,41.666666666666664,27.0,9.25925925925926
bGXbA2Pne8UpLvNP,38.875,55,10,100.0,0.0,100.0,0.0,0.0,50.0,27.5,0.0
BZsYTf8BnHivfgE2,38.85,54,10,100.0,0.0,100.0,0.0,0.0,50.0,27.0,0.0
z0QbEkIoiVzYZ2Is,38.8254662840746,82,17,100.0,0.0,100.0,0.0,0.0,29.41176470588235,41.0,6.097560975609756
BZDBBS8zWdSNfLhM,38.82180573663624,59,13,100.0,0.0,100.0,0.0,0.0,38.46153846153847,29.5,8.474576271186441
5HguAFu2sh0nYvrO,38.80416666666667,48,8,100.0,0.0,100.0,0.0,0.0,0.0,24.0,52.083333333333336
opBh4gU1p8Cf7gH4,38.776339285714286,64,14,100.0,0.0,100.0,0.0,0.0,35.714285714285715,32.0,7.8125
xwp4hCvuZaqz1gBh,38.77602040816327,49,7,100.0,0.0,100.0,0.0,0.0,0.0,24.5,51.02040816326531
sp2zWKo0KOcJMrgn,38.75833333333333,67,12,100.0,0.0,100.0,0.0,0.0,41.666666666666664,33.5,0.0
isjAKVuE4uo1SIve,38.74807692307692,73,13,100.0,0.0,100.0,0.0,0.0,38.46153846153847,36.5,0.0
NOr4ncE2T6kZg5RG,38.733333333333334,66,12,100.0,0.0,100.0,0.0,0.0,41.666666666666664,33.0,0.0
pyseFPAu9SKib610,38.72598039215686,51,7,100.0,0.0,100.0,0.0,0.0,0.0,25.5,49.01960784313725
LINLqDbASgDS22Pb,38.722727272727276,58,11,100.0,0.0,100.0,0.0,0.0,45.45454545454545,29.0,0.0
QEDO9rMQavcPN8Cu,38.71071428571428,77,14,100.0,0.0,100.0,0.0,0.0,35.714285714285715,38.5,0.0
unX43skIMa8FTHeO,38.69772727272727,57,11,100.0,0.0,100.0,0.0,0.0,45.45454545454545,28.5,0.0
udnQeatTPLCMfqaE,38.65833333333334,63,12,100.0,0.0,100.0,0.0,0.0,41.666666666666664,31.5,0.0
HqirFgAsKeLhym8R,38.59364406779661,59,10,100.0,0.0,100.0,0.0,0.0,0.0,29.5,42.3728813559322
