ID,cluster_id
ZfIICfPh1tHBcd3P,0
OuEGYmMT09IcmEbn,0
rs063BLUtxNXz7qJ,0
sTyVL2nCeZrDPJFw,0
6WmaDed2Ie5WBKVk,0
tXHgjWYslgfsbYJR,0
THZWM5WJ8LJFTJ52,0
f0hic7FbgHSQbSvO,0
EmgbnkOsfE2htYzE,0
CZaeT06qk4B29Qib,0
nD0ymFgvn0LWHG2u,0
8uwnh2ScFmF5elja,0
6XBathpqHldH83Zq,0
sBYwHvRVCJxz0txf,0
X9iBG63d1hHjtkku,0
WvicwIv0Pl1XRDSE,0
WyjGNFSmwgHMZykj,0
XvlEjHDVybUpjaG6,0
eZG1CxzYLlB5S5Li,0
s6HN2J1KWvNzw7sA,0
aQHPYQFW9ktqEGp1,0
ZhAsYXrTBA0GrZEg,0
j2LurOY7wQORapJ7,0
QUi3QTPXo3RN2M7o,0
1oHGkWjXggtZVvCF,0
ctrKB2ty7ejUNoKd,0
1RVuCVydhJZXHoar,0
P3BeMsw0GJEc732E,0
uSaaRnyLguxN3qlJ,0
6o0C4w7bAdzGxpyf,0
YOB1qMVWwkwqKYlb,0
MwUzVCGmj8nKSPVY,0
jlsaq14SPRnlAggI,0
fegDvq4KqsKvEPsk,0
IcNepOR6soVfBgWO,0
bvNtQfVwBFheDCun,0
YYLWa2J8KZyrX9Ly,0
JalL0RUsqS0y41i5,0
yakxcIlR15AgfWkn,0
eSC9eMR9O9e5yo7Z,0
pLl5zyMnE21azoi0,0
jC3LYWViPYtzpjb5,0
cC6ZKPmuMEGj9dCg,0
A3HYU3omvwSCaZFC,0
btXc5htjqD774Z6n,0
48MQ0jL6VMY8UJpn,0
n1oDC215ogiNEm48,0
xvDyStDxA2P2X17z,0
1vRG2yH4TcqSmMqj,0
9JvRXcUlofW9i70R,0
OJhRQ83sCjOmDnwA,0
rfsOMe2VudDAXl3O,0
Vf0sgib9T70aFqO7,0
KIOp1Y9WPWuNARA6,0
xqfxQ5PkdzOtUSWo,0
o5bo2OIsyMgRlJgx,0
ORKkWTLEdtXunH9B,0
isjAKVuE4uo1SIve,0
xpPakfrXzwQzzLmH,0
zGccciTvZEHDjM5G,0
tCBJ8f93Glz084Gm,0
qLAsM04P89Hwzbhl,0
6ErMq1Ryw1OnL1Gs,0
UDOQSw2eYIzn9B0n,0
11iuHKmFVcYPIuRH,0
IMAXPyAav6pslHfy,0
INWVUFR8NU0fCC5X,0
OKnxmKgOapGPXLeS,0
ZiZWgpelxejKZpXf,0
GwhdWP8hCtKVaDvp,0
j3m24ehi8mj7TCsX,0
SUHOikQqiZVhzIjA,0
9bVFZcBcbFr8yg1r,0
H7nLSXKRFVK1ITr1,0
uDMih4ThyivbzSZL,0
yuOHmE0mTFMTlEsU,0
XN6E32VUdTiHnJuQ,0
UpwQWMO0k03nTAgo,0
8ZMhpQyD4Qu8M8g6,0
1s8Yupy1sNKzgTdF,0
zl54SNMfCkgFs8kM,0
eNsUTM0DLAOMvIyE,0
OJtuqPDbTO1uaObw,0
yjuEwa1rkltz3qWd,0
mhHgNx3WIGoDXOQn,0
TBkSCwCcU36wNBrO,0
M9wBW3SDiQfFyYXe,0
OjZ3YibcJTPhbYbg,0
8RljdKCx8vRbzgDX,0
YYARFiOtpqQjTBYy,0
lxumDhqQ3FH9OuMy,0
JUgQhXGbQJZlKPVo,0
jnnZVmVPaxU2KgRY,0
l063vbDUyBBc7yKP,0
PT3AenHi7AYJEcNX,0
Pom37V7sjiunLo8N,0
MazVb1Mh2FXwcDvh,0
wJfMMYu3yasAyXfU,0
pVGFW0NPc1GUemR8,0
8AwC3HmCSePRxg9Y,0
uUl0TMCWNKnTqM2A,0
pyseFPAu9SKib610,0
RWUXQR1iOg5OPctY,0
ro7qE721txjtvUw1,0
d6XfPKoIVU27c66l,0
uKAotL71WbWb7fLC,0
kaACSMEscosTsS3D,0
Ahet7zqqyTPf9gL2,0
fGa0q4XicRjkmauX,0
VV5UwnA5P2GjkloN,0
9W3yiUxodnd4ir2e,0
JVJAVgXOKwRDSQB4,0
3KE4wDpnX0BJXPWl,0
spfNiCspZflABAwz,0
7Ei4U1aODW1oJ3T2,0
vlohjckhLew1bXwF,0
eventWQyxdITQAuS,0
XtSzA1aS8OyoGTY0,0
dPqW0hdkDzEtEV8W,0
QYjkphcuKiCqxlnJ,0
dqZ9oGgZDCNM4VG7,0
JoCtrXreXFkorwBX,0
bx3M3TnlqSeIoiRV,0
ZOatEE55qiuQIx9N,0
cuwMP4psiMzEQhQe,0
R6iYPb7MHFiHtXH6,0
3sxH9rFtmZzlhTmb,0
a2vobEfkl6Ac3d5J,0
IQUTEJsjQSEEvguo,0
NRC3nf5giWhLUyw9,0
BzslBC3Y4o34xeZj,0
UQtvTDQLHHK4rW5i,0
XRRpqOq44BAzgcwg,0
3wDD4BlRA4iyp8zC,0
dBKofM1BpbY2p7NM,0
DmBEKU1M4df04aiP,0
69p7rZuelMHjMPVq,0
5TTXn3gECMavptc6,0
XIMZRt7YnoPiFA2m,0
hKEIOZXLyI4eiyzA,0
6XmBlLjsuZMQIKET,0
LLuAmVR5uoXhuogp,0
cJdOKPGNYChD5oPo,0
yDOQHhRfQZ0bIZ87,0
JdAQeZUNdjipeRhz,0
cfzujCAf7oAQJetL,0
KOeFDGxdF2KkxkqX,0
yuAlAcaJaxLIbQ3h,0
Z8LokcFZ1YWTcK94,0
PAGFQarUDULAzQP2,0
qErfwW1f1BVojNuB,0
QOpmX7bZjB92Ow7V,0
cV7NRWoBFjWP8v5c,0
EQUdngFutoHbXl4C,0
BY7CP8pVWx0mJqQi,0
wEIYFw6KGuyrlbuM,0
qMBQQmXN4YiZXSsm,0
VOBXTUIBGh34hetY,0
CrpQuvnD9Mvb6SiP,0
JyvxZH143hyDwWNl,0
klGWOini4uRn1tGQ,0
ZMDkoUybjsYsBWV1,0
rp4H5pJTa7wJSk7A,0
RoG6xCT4KjHkzZjV,0
3QRn6pjkjOSX0CoS,0
b7HjDFQcuzrzh7RV,0
oPj6r0jedkYtMV0K,0
ZANKTAgUUXmhv1kT,0
2GVTk6xsn89eHnZ0,0
GjqXnDwNzHVzIRBl,0
RGhk1U3NC8ThYLiQ,0
9acI3ilidwpiVkcI,0
7ZHsmcYMGHSoNkRc,0
pW2d1LV7gleGujE5,0
TgNODagxcUgKBFM2,0
ppLPLXWGkskyzQjg,0
ovO0ctCAoK4kInXO,0
tanz0KqG2QfQhlPA,0
puiTYVFR8BZlYZwv,0
q7i5BfOXzAQArEeb,0
msrIuXCQhrjkrha9,0
0pAcgRa77LVPNKpY,0
1OQyYV09ehJBG33b,0
REsL1mjwfhqSYLDH,0
HYZAZH2isRdweAyw,0
HEbMU8OlL2vgARkJ,0
AN58NPhn9jW23OLp,0
mnXyL0hflG6LUHhk,0
Lsheu7397XAncjLu,0
zUbnjmuGteIYalNu,0
MO5lseB8OgfMw3rc,0
ckVIKetfzSh1iUJr,0
YErAYWX2JPimutA3,0
ysa9Bsfjm7S8YVPe,0
gvtuikU8BYO9FPul,0
9aQEBvblq4ekRW2a,0
BLvb21REZlvMlwcg,0
zMKau0vJu9w6FYxL,0
vxS3klyteViqy95x,0
vq3qKZ8XFNTUhl5C,0
B6XjP7K6kueJI8Uh,0
qugjl5q3tqeXGLNE,0
qAfF4vjc4ipGMF9r,0
lbTdtygujA5uqy80,0
nq4AeeHMFHFmCjHl,0
5zRUeTPWyqhCbavm,0
TBVUAtdu7OM4KEOR,0
7RlGPPe4BI8Kyaay,0
a8xYoGsr4Qqt15Y6,0
1LsMAGOsnBq0wVpH,0
TPdI4dn8HUGKOWUV,0
hWddOaByuIsGs999,0
V4lGCqOjZxAuz956,0
rNLIce5nUCBJo5AF,0
F7Ff2FSbmcwAGC6d,0
uj7Pzt6jW4VrnCtj,0
FvcrsYHZbzPpOlqr,0
NQJ8xfzwjlQHF4nu,0
YpjAEkCppj4AiCC6,0
4kJHoznTvI8dQxWn,0
UCmTes0kh1EQvyir,0
RkBY1IMdbNG2B9Rd,0
KkjuePEr3FulMrNC,0
oQW1edazs9RNntXU,0
NRsUkHKPQQUtAtkb,0
75rzCAeDbMKxhfWc,0
SL9zBwTQiNt0Hm2c,0
DCWI3Rk4cvG63OjM,0
EnUTikV903RGpAaR,0
bGXbA2Pne8UpLvNP,0
OW8LN9cCzfLhWOGh,0
VoCYS8kgnGzYvZJN,0
EHkQzt3GEhocddlv,0
mjt21n9iMJnLwriU,0
9cCJ5RJR4SAKGV13,0
RnfSxbpkgMGxWL0R,0
jIzCSPkd77jXccMv,0
Zy4Eb89rUP5ucj2p,0
dkyayq7YYDsBS9UY,0
PbN7AgFVWN7IgOCG,0
0PPIgSLnC18UBGtX,0
ZnAFa9tOkvOtRNBN,0
w7evzbKwhrUi7DEd,0
ST1nH2w8W5BhBlSD,0
lU0igyQMM4uG4yAM,0
0GpYQYyZqpV8fBFV,0
bhgU4jvOaePGz1Oc,0
X45z2YGR6He46kFL,0
3FQcedBxmzcwsYU0,0
80WGNlTG5Mh5tRn0,0
EC06U91KV2mZpop1,0
P4chgRiCnIo2fQ8H,0
oRKzLbru2nVXQL3l,0
ruh1NzFI3CFJGZcX,0
lfjerzft3TC3AHnQ,0
DnNQujp3jIx9xwJb,0
u39hfeqkUqhksSZG,0
yxCgB1YGLTBPifmj,0
NU5Mv17Kc03bfc8P,0
XujX3g08HRinUcDy,0
LtNd5vIXaEDG5EKU,0
0heCwhFpQnxJmAj5,0
UYExopv1vlBSkdiM,0
MiEx2OkmrdGFcWxA,0
5dloZHc9ze4D3sX2,0
XStGH8IjmVWF0Oju,0
LlRfPmuptTDUdwa0,0
6x6uZheB1nZMPCfs,0
teBDKuOQkPclDMX6,0
oyyigbmH36GRA0jM,0
AlJDTKW6iml1ysJF,0
3LilQldxyiPbg9QV,0
nQmK2stLS9x3obaz,0
XjuCV0kFpO8tT04A,0
TtNZPHaQ0Jt7Qg84,0
EBz2UXZYeIoay9S0,0
qWTcMzVv7Wi7RA0e,0
p0qwcM0zGuNnGczk,0
IVNDje4W6Uv4r8cy,0
Di5Y120oFRllvWLn,0
qelRraRW1qmKBHsG,0
AHUUMoprxadqgNxf,0
W8r9lhWCvhGX1XID,0
bYRLk0bwp2yubsOw,0
glh7OYQMbO2vVfJ4,0
17EGzd8T7Z4ihxKL,0
3kHzHgflUnObnHGv,0
DoDxvmRTqqMV7bih,0
xJ4ep9Hc9vColhoy,0
AOYNDeh15FMIbOGK,0
PWwZ5CUmbSywUiq5,0
XaDB8eucsjduMJQy,0
L11gpEaHwJ4C9HnE,0
e9D87KLAlm5wyNL6,0
0Tp3uhMFGX4XJgA4,0
1VRzuhRKIiu19YnW,0
vLcpd7GhKBUU21Nv,0
tcCABqiaCP5yRnjE,0
2YjzLWwIRjBQrfYJ,0
jIz3HVEOkYUP2Ojd,0
zLT5UZrUX856Ov8m,0
i6NZonvNHVrCZtkk,0
LnTGAfzOVfS7HQEZ,0
x9pBxKE2rzy7UMXG,0
Zf2tTj1d1jJzgi0j,0
e6T87shXCg58XyvE,0
3OjzxaBY0Q5ljL8l,0
ifxzSmq4Svl3Anzk,0
iZ6dtH3hYScKp69d,0
6jXh2H3x9exT8QzL,0
ERaEE8rxTrsEUS9Y,0
e4upqQSFsmM7iFaH,0
Fdt7T4Se6Efa2PnS,0
N78M3v6GKmUzF7sk,0
j8DBSkipAIpfZlEv,0
pFjgTUP3GyddmkdS,0
r7ir3YdPp0nIhaPw,0
qtpAdj0oWts2Y75i,0
XxPL1BKkQWc5zzQ9,0
7gfQ3dsaJoGqpVD2,0
xOW4Wt1RBjSe15kE,0
O4kWZMuLVIzCDESd,0
bXNXO8827HliedrZ,0
zecb2UkogQgF7REu,0
lTIZ0gVim1eimMj4,0
SMpib8fiB4SWwD29,0
Up5Js7uPpP8fLGWd,0
rTe2jJ4aqsCg43kc,0
49Y8hZ7t7sgwRlLH,0
Exy6jl792cJZ6TVP,0
pFlZH3cvf9jM70j1,0
uoCwWlwCUtZtRZ80,0
XwlpP5otmI1pUXZY,0
6jAabGcizwJKTnQq,0
BCZc0CEybtXiN6Um,0
taGghVXrqZfxClIh,0
bVsOqm5fH2TmPtpB,0
G60ly3eQ50XebPmu,0
XXVo8pxx2HGwD29j,0
UeukGvrDOVGRXeTS,0
KACX04e8SrH9bmTX,0
pw8jI2CHNFgxU5mw,0
KtSXbIWrlK5Va1AM,0
FuN7WNHVO4cRgYef,0
QczOg8vGerJ9I2VI,0
Jtc8PJLiiOEbz35K,0
iGw8dBFykxhv6Rp1,0
ec6qdyV7RjLgfICk,0
OgnbsKNw2dtp7GKR,0
xoUzi8B28rEujQ2G,0
ImvmRvqtV0XR2rmT,0
kxIlIqHXJM5fLQ40,0
NE87QeXu74dBz0Bj,0
VO8WpcESrIkQWSUa,0
XuuDAV1TBpVZtu4t,0
7jhrUxHqSgr3QHZt,0
pzETr7KDIvjqMeqh,0
4hlCUmUgFT3sRU3Q,0
2znD0YmTvgWAc7O1,0
YxLyO8KpjvKgsbXG,0
jujrl9mvjv0Vy1ca,0
3ijfGIpT0qOZRuS7,0
KFljH24u6I1SjRxJ,0
68XTQQxO8JgaswWF,0
1ZMOluz98C1N7ESX,0
GvOh4O9I6ZW0Xzlz,0
XEhx6eusUFtBNhhD,0
THBj9wz9PD3Bggkx,0
gZTYL1EmGfQU3ZRK,0
gLu3GbSabYJtgzjR,0
UYN9Yx3NPymueZXJ,0
s8iWji42Mj7wpIqe,0
KNKJBnlqxWpujCVL,0
ZUQupPMhjID9GGQq,0
iUu28y9QRMj4tUFA,0
km5oTMjgRI2GUow5,0
8UV0VUuaj5D7jF3u,0
b5vRxXTxTw87Uy0j,0
VSC9FEb3CLpmsK11,0
4wXSHorPPXrobi0L,0
EASNjYXyJK56LqCo,0
1LoCqt5P2c0oQ5Lq,0
gT7S2CnDnp1MEZOQ,0
PJbM7Q1SrblrSWt6,0
YP6Oku21gFEsOIwB,0
9WnZHqY88T78Cgvz,0
I8LB7Medjt2hKG10,0
9XAfWiN6tYpLGxiN,0
kZLBPQwB8giZdY18,0
ds2yzgNWAo3MYQNa,0
NxaNW56UrkHPeBIo,0
fk4LdCXvWMzu63NM,0
c4NtZ7rj6nGPAdlc,0
MzHQVvX9NcPLBSQt,0
2YImftXDjEBbhk5j,0
7lDBxlJMkIBys2QS,0
s4ZRrORurv2KwRAY,0
BEqypcdb6M01LGrR,0
oEmdHRDf7rWmLbmN,0
0DFBEVC6x3enGEDQ,0
qNyOLpOwEHQ9l4t1,0
2kbJzvBREwWzzeHU,0
Do9613kZhc4ERTHH,0
9buXSXJAKvaEmlgU,0
mQVgQmjTqVvi2SC8,0
tlFcfdoMobHEav6N,0
9Yyul1VsgVuFoeQG,0
qlMHylk9AKNiayAz,0
y3vKE8CoNygX7cQm,0
XRSdH1cm8ft5LV5K,0
msOTKPhl1nkhyQRa,0
vKzcNrxrQqYPZXMa,0
vhlwMTkRDlY9LezM,0
3T8vpteNv3WiYWGW,0
AtCiuSrSoSKV3lsv,0
Opq31fbBxXD05iNU,0
XBolZ9SHDdJp62hD,0
ySXS1iixqMj7coAY,0
2Pxh4b0BrcFc9DHn,0
e75E38DWZci4jQnJ,0
XYRMCyIhVR5yX6a1,0
AG4l1kGDKuTzetXf,0
2BJ8SFYoT2VdsxfM,0
auytbZ5KKx2e9lmO,0
DrK1dDNCFLBe9kbJ,0
xwYwMSZX7nx3vGGe,0
pRlbKgqSaeBNmoWZ,0
qfrrFrPnUi7V3HVh,0
jP8UlChLQ0kAbWi7,0
2uXhwofies5eR2oT,0
QjQCogGz9JXVnTci,0
nNTsRw6RiTP9lGIS,0
rg41PsSpNebVnl8p,0
SW7TaOdDOjk649Cz,0
bQr93mpSCZaPc3K1,0
S3UKNP7OPY10G2Z0,0
OwAlLzxDwXsj0RW4,0
JmDPCOtpw6rVd9S2,0
8SW0pxCNRQ3EGAQm,0
w8ny1LcQUjyWPf9e,0
opBh4gU1p8Cf7gH4,0
dsgpzFDE9yFMxZLQ,0
rPBrSY95z3BVcpn2,0
d4qfiedDcQ2rR9ne,0
3wK1giuCntNGLK58,0
Mundfi8Tdo39pKGb,0
0XFqMaOSzcSXCiQS,0
HEJ0WPahQwCp5PN6,0
vRLYsG33GZlUeHHr,0
L1LR1r9kArcFAbOJ,0
3ZCkKrYCBp6JaIo9,0
sbFk0Z9or8ZAgxUc,0
GWHz0OHVXA1ZvySQ,0
dw9ge8uTEMsjpH8F,0
xqsfLVcWYqmFD3ck,0
7S3dq4Ychd8teqvS,0
bE4V6crlP4ow56DX,0
yiB41hfs9jqnYAQi,0
Df4U8pt1RP853mVW,0
xbxZLBlxD2eKD5yb,0
X3YabLNZL6GBB5R7,0
gwDKldJlQpYByf1T,0
nm6tJae12v3oCVpx,0
16e55iHtdnopLWLE,0
kHaLisghwau0bPN9,0
XGeUUg5qPoDsqDdg,0
nDoeQ0rPNxce4nAt,0
QEDO9rMQavcPN8Cu,0
APJMGJUc4FCwE3O7,0
6hylUeJPmRpWR0oL,0
dNOQ7N6EQFbaIJAa,0
tbsyltEIBRUmYw1C,0
RFqJwRN2Kszre9Gm,0
VhMl6LVjQCxZlqYS,0
Xejl0WsGNYcuyEcG,0
9GpGG5k6a6TeuhrL,0
37E5BATnl2FQLSTd,0
gHqA1DLdJDEZSoEn,0
Vzg5jk3j6IPpPTOb,0
I1af7W2pkAFEn3z5,0
skjRDf4Of8To4nZR,0
TD9rf9ReTOsHyR47,0
xXcaTMlqrMTOlH8C,0
CcLxUif6suVAlmiY,0
Vyq37KAnllxfF1tY,0
yEHt0ntRcF19SndC,0
u5IfijoySjTneAAv,0
A1QQdem0WGjUrflC,0
y5SvHcsBWrS8NIKY,0
EjBHn3N8xcXDVSbw,0
V7pi6arZR8rfpXIs,0
qlri5n1JPoLCkHpp,0
uyr0Yzxh7KmLIlRX,0
29IotFQ5CVcwfaP0,0
XqV5OM8HpKeb9nla,0
VYFQGk6lea1kOf4F,0
cdPxsnBqvNZ4WDcg,0
j5P0RRt8vztefLNk,0
QH8gKPh45OKsJ06R,0
TXyLhv8XEnTqMq4m,0
auSaTvnDKYu5oJey,0
GjteTqbIfCciHqBe,0
NQkBsbunTjO0CmP9,0
bNAsFtiMOmizHpUt,0
LobYyQZqUy4hs8mG,0
MwFs6Wtw7Trb2BL8,0
SZdxKEnW7BrVSXlr,0
Fwg9lqEBraadyHCv,0
z1uffJgR4uGnV9CY,0
R1uViiAitMYfviRH,0
sJaRUTJxYwD3Gcak,0
tqRqYGyvDrmb5zj0,0
yOFIIsuE37o20j6e,0
dPbGExFXvDvg8Snh,0
q69wZ5I5ZGaTWLEh,0
prlZ86ciY21iiRSo,0
1IBeZ421t05ilM5o,0
RUoYv1AfhJGSWja9,0
vSAFYSzDCA5eL3vi,0
AzdQ1Y6mb7KIdw8f,0
Mu3q1uOG2qUt6AwD,0
oXHyC6Ct3LBtKNdN,0
JNBBFAduYBqka0Y7,0
OuptI0Bsc2gd8tQ9,0
q3uPcTOiqbXxpCFk,0
BHew23WKtXD5SqXD,0
COF7FrxK3lxs4Thi,0
Qf7kG5FR0LrYkMQB,0
BuM3VCVtq1WkwjyQ,0
qsgb75V3Rk6UoYGE,0
xiVS42zcHPIwmlMZ,0
IgAEcrBJSBeefq48,0
nSdanAaCiipucjVP,0
Ojj6uX95vgCZre1M,0
9ae8JUPDyXS3Mk1C,0
Df05Zk1Auy9wy26S,0
kqDffZCJGERWXwaU,0
XEhKI7wvRtzdO9Pf,0
4Py29m6mVVaSI0mm,0
6EtdIS453FF3iecC,0
cLOVrvJExKwdGSlw,0
BH8T470otO2f8tAX,0
jiqx4LpoqZtfKzK6,0
CWX4uIjzHiUPNxdI,0
MMrz6M319zzRMp3T,0
5hLE76qPbcvAqmv4,0
y9ettYz4ylFBnUna,0
hwnxLDDhdQdhh8vP,0
65jDI4xojsOUl99y,0
9e3BFMnceq6Ifgza,0
ggKvBPPXVM6ztBb9,0
8WRAnp0vSrlaT5vb,0
BZsYTf8BnHivfgE2,0
9MzXubOrYCFowJ8y,0
zmjkSQH1SVVb9fkA,0
Lc67u18NryL7TMHW,0
lB45GZDqr2RP4RFd,0
B3LF272aHYwAW2Cu,0
ib10LmS2x9wUy1Ye,0
KCqrk0do3UzdEI6X,0
tRD66zb6Fu2fZkfd,0
KJEYpxTGFlD9kNM4,0
0lz6epqbSN3Eof3i,0
oRldxGZyKKCk5r6x,0
UOgcxLnMrURIguaX,0
pIQHhKd6hgW82r06,0
0wm1HqLu4ThzUoZj,0
6LbgMnZuGTXVGYLT,0
5SqgTBDyjgZIFVsp,0
fvHJi4UUe1H39D9c,0
r7VJrwvUvTQPEy81,0
VmfbvwCFeQc7nRdQ,0
sRPnjJlo4MemiQTe,0
eljuMcZ9LYSvyzWI,0
GkGgCLrFEKwa26Zc,0
ntB4yKk71xqJfiWf,0
ntPunwpG7SeeSvFw,0
g6x6qG6aMrcPrPEz,0
jq6tz2NHrwKINUbM,0
RRxTIJunZDLHlhUU,0
lstgZJk54jkAhI6N,0
HYRx8bCjXaTZH8ef,0
USsilUa8S8Kz2X9K,0
HnyADvkxtUuX8KMf,0
VLSw3TNOBkNiYn0n,0
OK6oTLNp00pFKE4b,0
Jq2WcfhGtx9IkB8Q,0
0AVFWH3x0dGYketT,0
nRXVpa3NBF7mMCNG,0
DQWJl4bOTH3lKFnQ,0
sqn0kVXKZYALfqjk,0
0uBeAe2LDmJqYq9X,0
ModMWfT9r71Od6gR,0
Y8q5eGRNcW8Qiss8,0
PPMTvjiJTEPRufia,0
PABzZFZd1Hd6GxbK,0
vr8RbWnLaMGq9RyH,0
RMdJncAONlxdSTLW,0
euYlcqNMGcZLtP1M,0
fdoxzxFrPJdJ6tmF,0
3lSgDEOX5mvP8W7f,0
APmOaxyMvP9PWA6l,0
1bga6jWiiUhkSzJ1,0
w2SeLJdCa1XR5iDU,0
wsD1jQ5WdsFqY1ti,0
4BOXvhynMhDkEgXv,0
WKyEa8wtWy2591AI,0
WSlmnVErULWHMsg1,0
dolcEqkTDBh57FcC,0
kN4Ixhsr1JzKJocx,0
rlnNnuSqn6Wo0O4D,0
cXcUcqwnL68TJbrS,0
Mqjf9xk8KhaTHBX6,0
76MzbQm7n7slM61X,0
r9dIh2iSpvBoZfzF,0
0yzdjCgzJLlDH5OJ,0
kIvmIzm3gauOcuZl,0
bGQWFIHtTEC2KIG6,0
JCvY3E97yfFzxRFk,0
ne0uZN6X5NHUD8wh,0
Snya2vORqM6s5B46,0
IpUJuaGVnpkEgbtu,0
KP4J42f1Mtae36Wr,0
xZFuryblCoqPew5f,0
9dj4ZPfPQFC4seDq,0
I61wKPcFqjMrftjQ,0
rxXp1JPedNETNtg9,0
A0FOd3p5MonyC2RF,0
CHi1Ds6hTT62hC4B,0
NqkzLskbnTSLIR9Q,0
c4scbsTAq2wqNDyH,0
4FDahhRvtRNg19DR,0
ODIlyY41BgiHCSuG,0
GD1NmcK7jRxl2nMd,0
wof8rRYnr5llcF0c,0
9YRu9JdaVqmN3X33,0
KIWQqJH0sSbiXXe3,0
yKZgZHtxrrg3RZLI,0
uHagaJ5PJ4R0AFMF,0
BIJxs2YuQvpX3ORz,0
3X8XLgUVSy8Pq3OO,0
CjuUcIPtu0UVlt7b,0
67aCyQIfCPacBIe5,0
joPD57E6xAFEN7r7,0
xEqGh8DbayZAz92g,0
p3bhTzdtNV8HBa08,0
jYXRd00TByCBzusP,0
6SVyPySNfbd5W412,0
sIT2zuknXcIasu1n,0
DsvZ7m0DhsCp91jc,0
148GoWNoan9NWwpM,0
xCVjCMXcQ7GXmXnU,0
t6ltJZD0pLAkyiwM,0
pG6SDBl3f6w5ETFZ,0
ZCIugzN076LrXNEc,0
N4IuDZuixyOnFq86,0
7U6gZs4HH3ZhwQW1,0
sbRLoaNNWNIBGMfM,0
kKylVAokTEnk9q8o,0
3COir8VRRrXF7TM0,0
lD86mhBbp1wdjSt5,0
xkxwnQrS7RPeMOkI,0
WvRMZ0cyEWnKAntR,0
ESinjOrHCAp8lNSc,0
kWhC844wHGV7oKCG,0
hPRgPskKL6MrGhsh,0
KNLjDvknC5gb4aUj,0
1wiG5k9iT8ZWyg1K,0
FEDa5UEwbgmKPRNn,0
zPFZuMVMRpc7beo4,0
voqbaSelRCBVS64k,0
